,sentence,label
917861,@crecenteb treasure those moments  I'd say go for infamous. Are you planning on giving us a review?,1
68945,high pollen in London today....can't go out ,0
533448,@fleurzter yes kind a ....Itold her I love her and she was like  its cute but I can´t........,0
1555551,"@balmeras - hey, I tried to respond to the wine invite yesterday, but issues with Twitter.  ",0
1144933,"@cleftmommy0217 Aww miss you too! I'm not sure about the whole thing either, but what the heck... learn as you go! ",1
1506112,About to get some work done...I am still amazed how people will pay six figures for a website!! too bad this is not my client  lol!,0
1266169,"Science Quiz and two essays? Um, I don't wannnnnna. ",0
66174,@kinkychicken Yay! Got someone to laugh today! ,1
202083,@jweaks less is more ,1
1482937,"@mrslizz yes, that one and I didn't get it ",0
467323,"@aplusk that smiling doll is freaking me out, scarier that chucky, sleep with one eye open just in case ",1
1223779,@wilmir i know eh @homersimpson  hes my hero only if he was real  lol,0
543496,@zenrhino It's usually good but sometimes it does not comply  There's a DestroyFlickr?! Replacement for the woeful Flickr Uploadr?,0
1460825,@unique77 first time in my life I can say I hate you ,1
487671,@MsRobynP YEP BUDDY ITS A BEAUTIFUL DAY LIKE HOW YA SMILE IS ...... KEEP IT THAT WAY SWEETS AND KEEP THAT ON &gt;&gt;&gt;&gt;&gt;  LOL,1
82662,All the times u took me to watch a movie ,0
393446,@creativivi I'm afraid it's option #1 ,1
492066,i confused the userpics of @WHOmagazine and @NWmag.... ya'll might wanna change that.  @FAMOUSweekly has won my heart this week!,1
1251729,Watching &quot;Ang Cute Ng Ina Mo&quot; just for laughs. I must agree that Ai-Ai &amp; Eugene's chemistry/tandem is soooo hilarious. ,1
549678,@simonssistasays Not good shue. He has pneumonia now. It sounds awful but the docs say its just a matter of time. Its not very nice. ,0
307342,@nataliejanette Im so jealous that Im not going to blogher ,0
1278051,reblog if you love arttm - laurenhawks: it’s more than love  http://tumblr.com/xks1wzkeb,1
1560775,"@amiraruzuar HAHA you @replies yourself, dumbass ! but yea, but not much anymore now ",0
82172,"I LOVE THIS SONG! http://bit.ly/acFSo  haha, it didn't get many votes though  haha",0
39888,I lost the game! ,0
1483335,"As of now, finally being home, am renting 2 apts..why..cause its for for a bit i guess.. ",1
1308153,@ohemgeerachelle  let's go job hunting together!,0
494594,"I'm alone and lonley  guess it's just me and the tv, and maybe a bag of chips!",0
1374832,Omg it's raining like crazy  the streets are full of water http://twitpic.com/6oyud,0
845117,@CurseZeit ,1
561497,great day of sport ahead. Pool match then a1gp and rugby! Probably see none of it! ,1
1367750,Office moment: U r last 2 sign a co-worker's farewell card &amp; there is no space left &amp; all the witty things are already said ,0
978243,@kirstykay Yeah that's the only thing cause prepaids are so expensive outright  I'm hoping 3 will be able to change my plan over D:,0
593558,"we'll get the same hotel-room like last summer, wohoo!!! ",1
968288,Hope everyone's having a great week so far! I found out I may need a root canal but other than that life is good! ,1
1453916,"@Itxi_Itx I think so. I logged on to find some of 'the boys' in green, got no better reason NOT to turn green and support them... ",1
186363,Twittering- Like the rest of you birds. ,1
493082,@thechicagored @southsidehitman night you two  i feel like i'm in a raison bran commercial - two scoops ... ,1
301736,"@elanlohmann let me know how that gym concept works out for you  Come play touch with us, you have fun while working out.",1
72160,"@chantelleaustin i just wasn't thematically plugged in with your blog  (I work for a weather company, so you have to pardon me)",1
393789,@myragolden Thanks a bunch! ,1
1248897,I wanna work out but I straightened my hair today. ,0
161503,@aninpradithia gak tau ninku. semuanya bandel. I'm totally losing my soul ,0
1111249,@jesjosie don't dis the WH!!    ,1
1130943,"@BeebeONE Off to the beach again hey, how's the back ",1
373504,"@AmerDelic i hope gael or gonzalez can pull this off, actually ",1
1133616,@jmorey Same here. Totally sucks. ,0
1412338,@mustntgrumble@chorale  You are up early. do you have a busy day ahead? always up early but this morning i go to work makes it different ,0
50981,"@Caffeinified Yeah. My Family runs a &quot;pick-ur-own&quot; patch. 4,000 Strawberry plants. LOTS Of strawberries! ",1
120665,pathetic. really had to message him para matigil ako. hehehe. hay hay hayyyyyyy ,0
874498,"@docky Okay cool thanks Dock!  I'm glad you think it looks good, I'm still learning/adapting to trying out a new style.  tyvm ^___^",1
1148254,rubbish day + now a rubbish mood ,0
405174,just watched the naked kitchen.. very sweet.. ,1
1056523,@JonathanRKnight Hey! I thought there was a pool party at your house today? Nothing to do between 5 and 11?  Andrea,1
1084290,@iamjersey  Nope. You're not coming to Vancouver.,0
823694,@itshooks OUCH! That is not pretty. Hope it didn't land on anything too important like your toes. ,0
176969,Has way too much to do over the next month. ,0
819269,I feel like im that girl in the movie hes just not that into you  haha,0
515388,Oh Serenity was so freaking good!! Kind of sad. ,0
711922,It is a beautiful sunny day today... of course all 3 Skidmore's are sick. ,0
1470872,@badnewsbeerz I'll be there coach!!!!!! ,1
1045580,@thisisjaymie I've been way too busy for my site this week  It makes me feel really guilty when I look at the visitor count and lack of...,0
34528,@heartsandclefs ,0
1187742,@cmellmer  How long have you been on twitter,0
1290722,@mollymoon beautiful weather means lots of ice cream! ,1
1450825,@justinkblack you are correct. I don't doubt my independence... i just doubt the quality of dating in LA. ,0
1562030,"@themoviefight Glad to see you back!  And I believe I am your first voter.  Second question has no choices, though ",0
1291193,My knees hate me... first my left one that needed surgery now my right one that hurts so much I don't want to walk on it ,0
170305,@greenparty_ie Pioneers always do well after an extinction boundary - I wish you every success ,1
622784,"Shoo mosquitoes, don't bother me. June in Miami = Mosquitoes and rain ",0
862988,@urshalicious aww  well how about shooting inside??,0
873216,@TattooedPixie sweet thank you  pixie,1
467570,I thought i had found the tape with my elzhi shoutout on from 2003...turns out it's just college work ,0
89970,gmunden:wels 1:1  www.abl.at,0
648014,Wanted to go out but afraid of giant black clouds above the house... ,0
382629,Talking to the lady from the courier and press ,1
1126867,@reesh heyyyyyy want to hook it up!! lol ,1
984306,"Oh, and I really do know how to spell just.  ",1
1016618,@mollieandjackie Love and Theft is AMAZING! They opened for Taylor Swift back last year!!! Miss ya'll!!! ,1
702343,"is on his way to church for RR setup! God will refresh my spirit, and renew my strength! ",1
1174012,At the beach...trying to relax...nice night ,1
933453,@claudiawinkle will watch on catch up love it but have to watch supernatural tonight mmmm sam and dean!!!  x,1
381316,@johnrillie Not good because the NBL will miss out on seeing the best 3 point shooter in Australia not play ,0
1496614,ughhhh boreedddd!!!!!!!!!!! Wish i could be with mah soldier  mmm lol,1
448866,@glia I love the 1.4 ,1
715858,Nothing much to do.Watching Alton Brown's Good Eats.One of the BEST SHOWS EVER! ,1
1577106,"EEP time...  tarzan, here I come.",0
1158647,it's raining all the day  thats so sad,0
520171,'Had a really crummy start 2 my day but my Tweeps &amp; my online buds really put a smile on my face.  Thx - you're the best!  ,1
1543610,picture to burn - taylor swift!    great song! ,1
1559154,"@simonpoulter at least, he already had some English lessons. Let's see if he brings Clarence ",1
337305,"last night was abit shit, but my house smells of boys so thats an upside  x",1
415027,"I wanna receive reply from Wouter Hamel. But I can't English very well  I envy them!! So, I can't sleep right now..  부럽다!! 답장받�?� 사람들�?� ㅠ0ㅠ",0
215550,@Em_Love i agree with you em. ,1
634094,i has a dumb phone. ,0
417609,"Dear Philippine Fashion Week, I need to wash my laundry today.  http://plurk.com/p/x4ksp",0
1369050,ughhh i feel sick again ,0
854821,@42istheanswer Not yet.    ,0
1544717,@ssowy can we have a complementary copy of EasyTweet? ,1
474845,I know I'm drunk when I'm seeing double ha lol escape reality folks lol it sucks ,0
286914,Were bout to drive thru the sketchiest storm maybe we shoulda held off on dallas for a day or two. Haha I need to find my Burberry case. ,0
478757,is it bad to pray for a miracle so i can get tickets to britney's sep. 4 atlanta show? it's all i want in the world for my birthday ,0
1571731,"@Xanthetwirls It might not be their cuppa, but man, get over it. I hear the same kind of thing about mpreg. Mine is damn good, so there ",1
1380822,I seriously need some sleep ,0
1571099,@hel_no I know. The Kid is on their membership but I'm not.  Makes me sad.,0
1030944,Excited to hear dates of The Sats &quot;Work&quot; signings!  @jaynecollinsmac,1
1256775,@claud_ineee I guess we'll just have to wait ,0
1297222,@yosoyian GOod night to you! ,1
189816,The main exports of the African country of Niger are uranium and chickens. (via @qikipedia) ,1
201634,@KatyParis and me i can't find pitou between my legs ,0
279093,@FrankieDonjae Lucky! I'm getting mine Friday  Can't wait!,1
457633,@frankdilello warm bath and warm milk before bed for toddler. Do not mix milk in bath. ,1
1075340,@donkearns Handing over another baton ,1
1320510,Driving to work. YAY!!! ,0
1430151,"Blog updated with pics from day 1. In the meantime, multi-tasking and currently doing OSPF labs ",1
111503,@kgelert we both got beat ,0
119455,Doing more fliming for new WTS episode and starting a new video project tommrow tehe not telling what its about.  tehe,1
1148978,Just finished a brisk walk around my apt. complex and bumped into a few people I know that I had no idea lived here...feeling better ,1
148688,It was someone's brillant idea to grill... I blame brian. ,1
314833,I hate getting up early ,0
625933,Half way done. ,0
1454222,@renzz hehe you aint the only one up early today ,1
1518879,I f***ed up my auditions. I won't be surprised if I don't make it. ,0
1240207,@Jonasbrothers My favourite song is Paranoid and turn right. I love u guys u r the best. ,1
414566,"@bradiewebbstack sway sway bradie, your so audiooo! i love you ",1
226090,aweeesome long weekend.  just got out of the shower. i'm terribly cold now  homesick. kthanksbye.,0
514548,la la la la la la la la la la la la la\\ XD i wanna go back to fiji.  wat is the time in america? someone tell me.  XD,0
639746,@mattman gosh... Sorry to hear that! ,0
889799,@khyrinthia Sounds sucktastic! (although I'm sure it's good) ,1
1216794,@Missy_E: okay..Maybe later  that sounds like fun ,1
572985,Trial day number two. Hope we get finished today. It's gonna be a long day!! ,0
551657,@fisher_trevor My vote would be Arthur's finest ,1
582070,@Weebly_one I'm assuming you've set one up first?  An extra reply should come through afterwards. #twtbizcard,1
776077,is so ready for Anne Bogart and company. SO ready. Which probably means not ready at all. ,1
541060,would like a nap but can't ,0
1564652,@THEDIAMONDCOACH thanks for the shout out! I do hope I can learn from you ,1
550082,Follow @sksofficial cause he's my favorite friend ,1
474806,"Bed I finally found you, I know 12 on a Friday night. I am lame, but so comfortable ",1
739134,"@dannyo_O yeah, until about 8 weeks ago she was so delightfully cynical and pesimistic. i miss that  lol.  it's good that shes happy tho",0
464015,@3mr_amr i'm here  haha,1
1044591,@beebawler_08 it is EASY! Super easssy BP! ,1
549853,Enjoying a lovely Sunday afternoon  Got back from babysitting and now gonna go shopping and get a coffee!,1
157543,i got yummy as pancakes this morning...wow they were good..wish i got more...only got 2 ,0
738177,had a long night in the ER with my daughter...this morning we are so tired &amp; she won't get out of bed ,0
1294756,@chanvin if I was in atl I so would! Sad day! ,0
166959,"@EricMM76 What's sad is that I actually had to google that term. That sucks, tho. ",0
124551,@angiemartinez  Good-Morrning ! ANGI  Xo'sss Much Love Ma' muahhh!!,1
1393700,@dinuks yeah..and i have this stupid Windows Starter thing where only 3 different progs. can be open. minimize was really working for me. ,0
672651,@sarahsmith5 me either  haha damnit. hmm.. what to do.. what to doo..,0
1350223,..coz I have to cook-and eat alone ,0
503994,@KrisAllenmusic  oh kris!kris!kris!!!!!...hope you'll visit Philippines!!!!!..please!!!!..oh btw what's your favorite color??? ,1
1040118,"I can barely talk, that's how loudly I sang karaoke last night. But come on - u can't nNOT shout when singing Jets' &quot;R U Gonna B My Girl&quot; ",1
855026,@AliBee16 *waves* morning ,1
950800,Just finished my last day. I'm gonna miss my co-workers so much  took a buttload of photos to remember them though.,0
1568485,@charlyirons hey tegan and sara fan! follow @theteganandsara its the official. the one you're following is fan made. ,1
746317,@valentinnaaa sounds good ... my moms making me a cheeseburger ,1
1187694,@nickjonas AHHH I'm seeing you today  going to london in 2 hours ,1
942662,"Is SO HAPPY!! Take That 2morrow, Boyzone on Wednesday &amp; is Luvin' the texts!!!!  WHOOOOOO!!!!",1
525722,@rezaputra : Cha..titip salam buat Agy ya. Im so Happy for her ,1
36480,@Moriqua143 I hope u 2 have fun! ,1
1171540,Ugh I h8 being sad...too many stressful things goin on in my life...I think I wanna spend the rest of my day in bed ,0
485181,I had to force feed Tom otherwise he'll starve to death. ,0
545737,@NoraReed I forgot about it and I already ate lunch  so I guess I'm not going.,0
1386040,cubs game today! BOX SEATS!! cant wait... but really wish zach was here ,0
1447857,@officiallemar You were amazing!! Saw u in Portsmouth on Sunday.. central front row too  sad times some1 stole my purse..the gits! :'( xxx,1
131610,"@madatmama Herb Tarlek (on WKRP) could, but only if he wore white shoes too.  ",1
1591871,Coach B I just saw ur msg you were n okc!!!  4059239095!!! Call me sometime,0
111364,@kabutar Didn't want to let me see it ,0
1170632,They come on @ 9:15. My hopes of getting the 11:20 train are probably in vain. ,0
450770,"@alexlobov this will sound racist  but i want 2c &quot;local&quot; commentary also, not just western experts, respectable analysts tho they may be.",0
420298,"@rachmurrayX 'now I'm sad I met nobody' thanks rach, I see what i mean to you now. I'm 'nobody' ",0
962646,At my jury summons  I hope this isn't ALL day,0
1210845,@alexmdac hah! agreed! ,1
327753,At the park ,1
1477147,"@emzyjonas tbh; i dont know! We got it from an adoption place, cant remember. awh i have a cat. it drives me mental   i want a rabbit :o",0
758407,@KewLLady Thanks for the upload!You're the best ,1
737742,HE'S ONE! ,1
815253,"it's clear, he's just not that into me ",1
726102,Sat on almscliff crag watching the world go by ,1
254208,@bumgenius every morning I either sing the goodmorning monkey song or say wakey wakey eggs n steaky via madagascar &amp; get SMILES from boys ,1
370747,does not like earth climate and evolution ,0
39489,@RobPattinson_ hey just wanted to say I can't wait until New Moon comes out Twilight was amazing you guys did an excellent job ,1
1456207,Stunning Defeat - I (2244) was beaten by hallicarnasus (2037) ,0
1306242,I miss him  I wish he was still here. x,0
287056,on the m6 blasting out paramore! girls road trip baby yeeeeah ,1
130279,ya'll are making me want to go to the beach and I don't like sand ,0
199071,@drkuku because Sunday is followed by Monday ,0
1035440,@ether_radio bad people! i will single handly get you in the top 10 then  haha,1
676311,I like pasta  but i'm not getting a cup of tea made by mum ,0
599047,I cant do a push up ,0
828147,"@Caliguy510 bitch don't hate. Its not meant to b a glamour shot neway,fatso ",1
161038,"@infovestment  what will replace USD? ruble?!  want 2 short euro also, waiting for 60m 200ema, retracement 1.395 http://chart.ly/aprznz $$",1
922412,what happened to WALTER COLLINS? haha  Anyone know? LOLLL,0
1580655,@cheertopgun10 such a late reply. goshh; dislike our parents for MIGHT not letting us fly ,0
750655,@horsekisser He's an amazing jockey! Saw that Clydesdale commercial too..loved it! ,1
671578,@femme_menace let me take another look can't remember if that was my thought when i looked the other day ,1
182228,All I have to say right now is: *sigh* Robert Pattinson    ,1
1406406,@redassyellabone how can you go with the Cowboys?? Betta hope Jerry Jones gets Vick. ,1
1130197,pee'd off. burnt danish. oven wasnt even on high.gotta scrape the black parts off. instead of icecream on the side it will be on top ,0
1451011,"Previous tweet was about 20 hours late due to no cell coverage at the lake. I am no longer there, so I take back my greetings. ",0
758207,is about to being &quot;Vision in White&quot; by Nora Roberts. i'm so excited! off to bed after a few chapters. then a test in the AM. night! ,1
930554,@snowleopardess I'm still there!!!!!! ,1
695452,Tell me how all my contacts and pics deleted ,0
1262904,@JohnnyGWeir  I can't wait seeing new Poker Face ,1
83017,@azianred Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
1177757,I hope it stops raining. Or it atleast doesn't rain on Friday and Saturday ,0
1217589,@McCainBlogette  an &quot;alien &quot; outfit of course.  i'd want to blend in. ,1
1578723,only 1 person online on MSN. I feel lonely ,0
867693,@michaelward82 looks good to me - can't see myself tho' ,0
1460522,"@HollyRusselA darling, whats the link to watch spring awakening, i wanna see  x",1
966995,"Wit dah Princess uv course, missin him mucho ! ! ! ! idk y ughhh i gotta geht thisz off mah chest kusz hesz just dah best &amp;&amp;&amp; all i want ",0
612640,not looking forward to going back to Sydney ,0
888824,@whu LOL! That's Good!!! I'm eating leftovers! Chillin about to watch a movie! Thanks for the Chaka today!!! ,1
1115325,@stonexbaz i am yes thank you  cheered up a bit more. Just annoyed now about barry leaving the villa! x,1
210535,@CodeN1Nj4 Do you got any of that ICY HOT rub? or Tiger Balm? who knows if it would even do anything...Hope it gets better for ya ,1
194750,have become a little disillusioned with twitter ... no one tweets me ,0
476436,"Right bed for me as I have school tomorrow  night all, nice day tweeting as always! X",0
637772,@JennyLou31 Awww...    Just being there has to help.  Ready to listen and a shoulder to cry on.  Prayers for you both.,0
923076,I can't belive that was the last show ever  ly tgp! I recorded heaps =],0
1169678,Taking my piano apart prior to tomorrows tuning.  #musiciangeekery http://twitpic.com/3nezm,1
157031,I use the word &quot;awesome&quot; waaaay too much!!! haha ,1
752017,@jmiAudreyHep so much fun with you tonight...gonna miss ur face...  cant wait for ur bday @ciorii duhhh yes please,0
783009,@NinaAmir i also took a crack at 3drunkwords and 3wordsaftersex.  You should be happy you missed it ,1
429545,@Sherbertuk sunny here as well. The tube driver can do the driving today tho ,1
587763,@utterlyterrific hey  what's up?,1
564244,Mornin Tweeties!!!!!!..im at work....this weather is depressing ,0
1589776,@ULFEE like it ,1
404863,@Haus_OfEmily Glad u got message. So sorry for confusion. Unfortunately that was our entire NZ allocation  and it lasted about 6.2 mins.,0
234451,@craigeryowens wow have fun...I wishi could go to the warped tour this summer! But I can't!  I hope to see u in concert soon! Luv Katelyn!,0
1116559,thank you Tami  http://lookbook.nu/look/65954,1
1349363,@KalebNation HEY KALEB! i have to go!! can you say goodbye to me!? i had to leave the main room ,0
599180,"Wrong guy got sent home on #SYTYCD tonight. Agree with the girl, but not the guy. ",0
1315358,@JonathanRKnight awww i hope not ,0
654139,"@isseygiltrow its horrible, you'll see it today  xx",0
383928,I am cooking tacos for dinner. I say tac-os not ta-cos ,1
847950,On no my fear has come back!!  no ride for me...,0
972364,@RVZB awww becca  you looked so sad earlier,0
988937,"@shayman on a somewhat lucky (for me) note.  I work about 5 blocks from the 905 location, and didn't know it. Still sad. ",0
342100,Time for bed and I'm not tired ,0
813664,http://twitpic.com/7kvci - my pasty white foot on dash of car waiting for Ladley getting haircut. its raining ,0
715031,@MangaXanadu @danielle_leigh Thanks for the links! ,1
64243,"I´m lonley, not even my dog want to spend some time with me ",0
1335168,"@BaunFire he's still sleeping now haha, but felt a lot better on the way home  and i wished we couldve stayed longer too! &lt;3",1
1140476,@missashleyn I've spoken 75 miles south of Arctic Circle in town of 400 only accessibly by plane! Now THAT'S small! ,1
1197870,"12:20 and Sonic is still open, this makes one happy girl. ",1
790219,At the doctors ,0
769999,awww the little baby cardinals are so cute! i bet they are close to flying the nest! ,0
638567,when my grandma said she was leaving on tuesday i didnt think she meant at 6:30 in the morning ,0
794006,Dropped her laptop off the bed. I fail.  goodnight.,0
869242,Just cried when I saw Chris's picture in his new jersey ,1
1140214,Who'dve thunk it? 20 mins on me bike and I'm f*cked! The Pennines might be nice to look at but are absolute tw*ts to ride near... ,0
174563,"@deborahbravandt Went to your link and nothing? A bit like my sex life these days, expectation far exceeding outcome ",0
1532753,"Listening to my favorite asian american (at least i think D singer, gabe bondoc.  you stay classy, planet earth.",1
627928,driving back home  Raging Waters was the shit,0
1576883,"You don't have to feel that U R  a winner! I just know that U R 1, therefore I shall call you A Champion! ",1
105113,Can't wait to hear from my best friend @Korinne93! She's at her lake's house...! ,1
43046,Ack! My phone's ear piece isn't working. Looks like It's speaker or text for me for now ,0
1482109,why wont twitter remember me?  i click &quot;remember me&quot; everytime I log on. ,0
291665,@mikeziemer mikey !!! i only 68 followers ,0
1255787,Plan ruined ,0
459579,@ALiiStack its ok dont be scared we can call Bradie and everything will be ok ,1
1010092,@PatchJacaranda Shit heed ,1
953803,happy maders day ,1
459398,@teamseddie really thanks!!  you're the best!!!,1
312245,@Sharyne88 i know! i love them! haha.. ,1
907451,miss my 3 days escape ,0
95208,Annabelle Lee Anderson is sad that her Daddy moved to Atlanta  http://apps.facebook.com/dogbook/profile/view/6832767,0
893072,omg it's 7:30 in the morning and i woke up on the back of a scooter in emeryville how did this happen   ,0
574615,just a pic of Orlando Bloom without a shirt.....he has the same tat tht I wnt on his belly!!! WTF? Back to the drawin board I guess ,0
1221428,"@poker_gal There's something wrong with my network    ,I can't  visit the Twitter directly，so I use http://itweet.net/web/#  instead……",0
1553887,"@jessica_butler Share, please. I'm insanely hungry. ",0
1377058,@taliajaness Yea..I hate school ,0
715671,@GeekMommy Yeah...for sure. I hope at least you got to sleep this one off. Have a good night! ,1
548850,@annychung. Hahaahha good job anny! Lemme know if she replies!!! ,1
12628,mothers day drama was awesome! ,1
531443,Breakfast at Soho Coffee. What a beautiful day. Shame I will spend the next 9 hours indoors ,0
698368,RESET Challenge &quot;Day 1&quot; coaching hot off the press to the group! YOU GUYS GOT THIS-you cannot fail!   ,1
320131,Nice weather here 28 C better than 42 ,1
327089,bro just confirmed that the AMD graphics card from @keithdsouza's website contest has arrived. but apparently it is not packed properly ,0
1482866,Watching harry potter and the chamber of secrets by myself. ,0
878633,"@tipadaknife I never let myself play too much of a beta anyways, so I don't mind. Hate to ruin content by over-playing it in beta ",0
944355,@Fake_French Sugar Puffs? The Mighty Boosh wouldn't approve. How was the party? ,1
1340382,@Delightedly where are thou? i leave soon ,0
416925,It's raining again...WTF!!!  I can't remember the last time it stayed sunny ALL day in NY/CT. I feel like I'm in Seattle. This sucks!!! ,0
499600,"@Z93Matt...yeah sucky, sucky ",0
188251,@therealnihal I haven't heard that periodic table thing for aggges - great memories of A Level Chemisty ,1
160521,"@lauraeatworld  Yeah, I'll be online, but not until around 1:30ish your time  I'll be online tomorrow though if you're not on tonight",0
458408,enjoying a nice cold cider lolly ,1
1233825,"If I had played the Georgia Cash 4 lottery with my birthday every day this year, I'd have won $5400 so far ",0
814802,@WayneDaStar oh wow THANKS Wayne ,1
1502275,i've got a sore throat ,0
119969,@robinreagler  Thanks,1
1535999,i love BONES...i hate the heat  should i paint my nails?! hmm....,0
161301,Paul better not evict Rico and make him into cat stew! ,0
1213524,@mruffi You drop #followfriday 's on me like it's your job  One back at you - seriously Metro Detroit - mruffi is the man.,1
341958,is pleased as fuck with her GPA ,1
910864,"@cybilrat Oh yes, but as fete makes around £5k head will make us all stand under gazebos and wear waterproofs ",0
562053,"@sah_rah I agree! And yes, I'm sitting next to you ",1
283753,that was for those who didnt get to see it cause he tweeted to someone most of us aren't following ,1
1404273,@joolzp1 i was in laganas  was awesome ,1
1007785,@dlsHealthWorks Lol! Everyone needs a good cheerleader! That is normally my role but I glad to be a part of your team!   Thanks!,1
121753,@ohhhhsierra awesome! lol. we can get an angry mob to come too! ,1
848118,@threadbanger a test of strength? mental aptitude? skill?  you're coming through loud and clear    ,1
69632,finally home  and my hair looked good today.,1
1478089,@alexandramusic welcome back ,1
1493755,"****CONTEST TWIST**** Are u ready? &quot;hunt&quot; down the next Tweet, answer it correctly and you could win BIG! ... IM EXCITED BABY! ",1
227650,@infamous_franki because i know a lot of females like that ok boo u got your head on straight ,1
1407249,Off to Wal Mart and then jogging with friend ,1
1294217,@ciaomari She owes me for the &quot;go relieve the babysitter (sneak off to Digestif w/Missy)&quot; episode anyway. Just soy hot choc tho. ,1
772982,"wants to go to sleep, but can't...... stupid papers ",0
19272,@kimberlynicole I LOVE your hair! so sad I don't get to see you tomorrow  but I promise we'll have a disney date when I get back from WA.,0
599979,"@Kurayumei re stemstell those are bold statements, but an interesting one -so I can dig it ",1
1509777,"jon&amp;kate ..guess we know who wanted normal.and who wanted greed,,,she c&quot;s money .could have stopped show and put family together again . ",0
1410709,up! i just did the groceries. now going to the museum for international museum day! haha ,1
811842,Going home. ,0
209046,Getting Lyrics for all the songs i have on my playlist ,1
1566404,@Petie_Murphy See I told you!!  And congrats!,1
717231,@moccabutterfly I hope so I just need to sleep at night terrible insomnia I am having  How are you doing??,0
1047234,Singing Make It Mine - Karaoke Version Again. Huge Stomach Ache + Yearbook = ,0
17214,i really hate how people diss my bands!  Trace is clearly NOT ugly!,0
1218100,was talkin to sydney.but then got mad soo got off!   i wish she would get back onn! i want to go to her bday pary! but chillin with my ppl,0
698039,Fishies' eggs just hatched! I have a new batch of baby Kribensis  I'll see if I can get a good pic to post later for all who don't care,1
397423,http://twitpic.com/7j8xx - My amazing future husband and I ,1
758462,"great day with danielle. *however, ghostsofgirlfriendspast was pretty disappointing. ",0
